"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"41"	0	3.91751086228955	0.975	0.076	0	"8"	"TVP23A"
"42"	0	3.64676096190567	0.978	0.079	0	"8"	"NUBP1"
"43"	0.000282130243484685	1.16173869895457	0.256	0.266	1	"8"	"MCMDC2"
"44"	0.000401426612735634	1.59101015443142	0.27	0.272	1	"8"	"RAB11B-AS1"
"45"	0.00497961593350205	1.00203463266902	0.294	0.305	1	"8"	"POTEE"
"46"	2.48489049622259e-155	2.06415541732615	0.4	0.062	5.26424051624755e-151	"9"	"ZBTB16"
"47"	4.76179906983175e-129	2.38356317599399	0.684	0.042	1.00878713294386e-124	"9"	"SLC4A10"
"48"	2.7831426001704e-48	3.03843405972325	0.568	0.046	5.89608759846099e-44	"9"	"COLQ"
"49"	3.01884720232679e-10	2.26049584139704	0.254	0.019	6.3954277981293e-06	"9"	"TLE1"
"50"	1.39847160679219e-05	2.34296057140722	0.266	0.012	0.296266209898925	"9"	"ME1"
"51"	1.08205149874343e-116	3.48084046966288	0.592	0.048	2.29232610008795e-112	"10"	"CXCL13"
"52"	2.56943965398824e-73	3.52038695123572	0.373	0.025	5.4433579069741e-69	"10"	"PDE7B"
"53"	1.78116804251208e-56	3.62844799614161	0.35	0.033	3.77340449806185e-52	"10"	"CD200"
"54"	7.73440517736555e-38	3.67705107905996	0.393	0.021	1.63853373682489e-33	"10"	"CPM"
"55"	7.01942334019604e-32	3.52242561787049	0.361	0.017	1.48706483462053e-27	"10"	"ENO4"
"56"	5.23985475145572e-198	6.31506772133378	0.796	0.009	1.11006322909589e-193	"11"	"TYMSOS"
"57"	1.12927674087179e-132	6.5238461219726	0.63	0.01	2.39237277553688e-128	"11"	"RRM2"
"58"	9.21810438731964e-74	5.9480758720011	0.517	0.007	1.95285541445367e-69	"11"	"CDC45"
"59"	1.37719466710086e-69	6.39821197708294	0.47	0.004	2.91758690225317e-65	"11"	"SPC25"
"60"	2.46913667103764e-37	6.02218696976778	0.354	0.006	5.23086603759323e-33	"11"	"KIF18B"
"61"	3.46869381580829e-24	3.88586832843566	0.334	0.136	7.34842784878985e-20	"12"	"MIR142"
"62"	6.75675856403974e-18	3.24040356219913	0.328	0.227	1.43141930179182e-13	"12"	"FMNL1"
"63"	1.75931431376637e-17	4.19189927600195	0.361	0.201	3.72710737371406e-13	"12"	"LENG9"
"64"	1.32127616974566e-15	3.50068812938532	0.378	0.208	2.79912356560618e-11	"12"	"SPDYE2B"
"65"	1.26081039381625e-05	3.79921164678931	0.388	0.288	0.267102681929972	"12"	"RASA4B"
"66"	9.62567870178806e-135	5.23770776616283	0.963	0.045	2.0392000329738e-130	"13"	"RNF219-AS1"
"67"	4.23726393635071e-127	4.46071623914439	0.976	0.08	8.97664364915897e-123	"13"	"RNF219"
"68"	1.03758157498288e-11	0.382843768107953	0.774	0.543	2.19811656660123e-07	"13"	"IL7R"
"69"	0.0010353429520788	0.608432405684838	0.409	0.264	1	"13"	"TRADD"
"70"	0.00161244549433278	0.389902841806386	0.201	0.259	1	"13"	"GZMM"
